ISO 639-3,ISO 639-1,Language Name,Alternate Names
qhp,,Caranga,
qhq,,Jumaytepegue,
qhr,,Old Sabellic,
qhy,,Middle Aramaic,
qic,,Yurumangui,
qij,,Maipure,
qil,,Hongote,
qin,,Ari,
qiq,,Huchnom,
qir,,Kaliana,
qiv,,Nameji,
qja,,Afro-Portuguese Pidgin,
qjb,,Anauya,
qjf,,North Wintu,
qjg,,Guaicura,
qjh,,Catio,
qji,,Atanques,
qjj,,Mittelturkisch,
qjl,,Pai-lang,
qjm,,Natu,
qjn,,Allentaic,
qjp,,Thochu,
qjq,,Insular Scandinavian,
qjt,,Cholti,
qjv,,Lo-Naam,
qjw,,Bamboo Spanish,
qjx,,Standard Literary Yiddish,
qjz,,Javae,
qka,,Kyan,
qkd,,Karif,
qkn,,Old Kannada,
qkr,,Avanti,
qkt,,San Luis Obispo,
qkw,,Tarof,
qky,,Laichau,
qkz,,Luwian,
qlb,,Burgundian,
qlc,,Kansa-Osage,
qlf,,Taparita,
qlj,,Kozarini,
qlq,,Biya,
qlv,,Quitemo,
qlw,,Pingfang,
qly,,Hatran,
qlz,,Masakara,
qma,,Eten,
qmb,,Central Alaskan Eskimo,
qmc,,San Buenaventura,
qmi,,Miriam,
qmk,,Manianka,
qml,,Malinka,
qmm,,Penonemeno,
qmo,,Santa Ynez,
qmu,,Marahan,
qmv,,Yupua-Durina,
qmx,,Old Indic Languages,
qmy,,CrimeanLLTatar,
qna,,Kamaru,
qnb,,Vadi,
qne,,Cenufana,
qni,,Corobisi,
qnj,,Cara,
qnk,,Rigveda,
qnn,,Guajiquiro,
qnp,,Unnamed Proto-Language,
qny,,Cora,
qoa,,Haush,
qob,,Tosu,
qoi,,Taruma,
qoj,,Pase,
qok,,Old Khmer,
qop,,Kortse,
qot,,Sahaptin,
qou,,Uncasica,
qow,,Santa Rosa,
qox,,Proto-Pidgin-English,
qoz,,Neo-Assyrian,
qpa,,Querari,
qpb,,Kwitlateko,
qpc,,Tlapanec,
qpe,,West Wintu,
qpg,,Otomaco,
qpj,,Timote-Cuica,
qpk,,Doko-Dollo,
qpl,,Pamigua,
qpm,,Gayi,
qpp,,Paisaci Prakrit,
qpr,,Proto-Lappish,
qpx,,Bode,
qpz,,Kuri-Dou,
qqa,,Kilina,
qqc,,Gualaca,
qqd,,Marawa,
qqh,,Kwaza,
qqj,,Garu,
qqk,,Kuniba,
qql,,Peripheral West Gurage Languages,
qqr,,Naikri,
qqv,,Tairona,
qqx,,Mittlere Salomons-Inseln Languages,
qqz,,Kuwani,
qrc,,Pho,
qre,,Uarakena,
qri,,Intibucat,
qrj,,Continental Scandinavian,
qro,,Guaranoco,
qrp,,Tequistlatec Proper,
qrr,,Manare,
qrs,,Kariay,
qrv,,Catacao,
qrx,,Duit,
qrz,,Opon-Karare,
qsb,,Colan,
qsd,,Chiguimuliya,
qse,,P'ou-la,
qsg,,Bararetta,
qsi,,Chana,
qsk,,Sidianka,
qsm,,Maripu,
qss,,Kope,
qst,,Relexified Portuguese-Based Creole,
qsu,,Opatoro,
qsw,,Kawishana,
qsx,,Sudkuste Britisch Neuguinea languages,
qsz,,Juat,
qta,,Tape,
qtb,,Sihia,
qtd,,Betoi,
qth,,Guiano,
qti,,Tuni,
qtj,,Wainuma,
qtk,,Doghosie-Fing,
qtl,,Jumana,
qtm,,Dzorgai,
qto,,Toronka,
qtp,,Gayon,
qtv,,Karu,
qtw,,Mariate,
qtx,,Cayeri,
qty,,Yaruma,
qtz,,Sepecides Romani,
qua,,Quapaw,
qub,,Huallaga Huanuco Quechua,
quc,,K'iche',
qud,,Calderon Highland Quichua,
que,qu,Quechua,
quf,,Lambayeque Quechua,
qug,,Chimborazo Highland Quichua,
quh,,South Bolivian Quechua,
qui,,Quileute,
quk,,Chachapoyas Quechua,
qul,,North Bolivian Quechua,
qum,,Sipacapense,
qun,,Quinault,
qup,,Southern Pastaza Quechua,
quq,,Quinqui,
qur,,Yanahuanca Pasco Quechua,
qus,,Santiago del Estero Quichua,
quv,,Sacapulteco,
quw,,Tena Lowland Quichua,
qux,,Yauyos Quechua,
quy,,Ayacucho Quechua,
quz,,Cusco Quechua,
qva,,Ambo-Pasco Quechua,
qvc,,Cajamarca Quechua,
qve,,Eastern Apurimac Quechua,
qvh,,Huamalies-Dos de Mayo Huanuco Quechua,
qvi,,Imbabura Highland Quichua,
qvj,,Loja Highland Quichua,
qvl,,Cajatambo North Lima Quechua,
qvm,,Margos-Yarowilca-Lauricocha Quechua,
qvn,,North Junin Quechua,
qvo,,Napo Lowland Quechua,
qvp,,Pacaraos Quechua,
qvs,,San Martin Quechua,
qvw,,Huaylla Wanca Quechua,
qvy,,Queyu,
qvz,,Northern Pastaza Quichua,
qwa,,Corongo Ancash Quechua,
qwc,,Classical Quechua,
qwh,,Huaylas Ancash Quechua,
qwm,,Kuman,Cuman
qws,,Sihuas Ancash Quechua,
qwt,,Kwalhioqua-Tlatskanai,
qxa,,Chiquian Ancash Quechua,
qxc,,Chincha Quechua,
qxh,,Panao Huanuco Quechua,
qxl,,Salasaca Highland Quichua,
qxn,,Northern Conchucos Ancash Quechua,
qxo,,Southern Conchucos Ancash Quechua,
qxp,,Puno Quechua,
qxq,,Qashqa'i,
qxr,,Canar Highland Quichua,
qxs,,Southern Qiang,
qxt,,Santa Ana de Tusi Pasco Quechua,
qxu,,Arequipa-La Union Quechua,
qxw,,Jauja Wanca Quechua,
qya,,Quenya,
qyp,,Quiripi,
raa,,Dungmali,
rab,,Camling,
rac,,Rasawa,
rad,,Rade,
raf,,Western Meohang,
rag,,Logooli,
rah,,Rabha,
rai,,Ramoaaina,
raj,,Rajasthani,
rak,,Tulu-Bohuai,
ral,,Ralte,
ram,,Canela,
ran,,Riantana,
rao,,Rao,
rap,,Rapanui,
raq,,Saam,
rar,,Rarotongan,
ras,,Tegali,
rat,,Razajerdi,
rau,,Raute,
rav,,Sampang,
raw,,Rawang,
rax,,Rang,
ray,,Rapa,
raz,,Rahambuu,
rbb,,Rumai Palaung,
rbk,,Northern Bontok,
rbl,,Miraya Bikol,
rbp,,Barababaraba,
rcf,,Reunion Creole French,
rdb,,Rudbari,
rea,,Rerau,
reb,,Rembong,
ree,,Rejang Kayan,
reg,,Kara <Tanzania>,
rei,,Reli,
rej,,Rejang,
rel,,Rendille,
rem,,Remo,
ren,,Rengao,
rer,,Rer Bare,
res,,Reshe,
ret,,Retta,
rey,,Reyesano,
rga,,Roria,
rge,,Romano-Greek,
rgk,,Rangkas,
rgn,,Romagnol,
rgr,,Resigaro,
rgs,,Southern Roglai,
rgu,,Ringgou,
rhg,,Rohingya,
rhp,,Yahang,
ria,,Riang <India>,
rif,,Tarifit,
ril,,Riang <Myanmar>,
rim,,Nyaturu,
rin,,Nungu,
rir,,Ribun,
rit,,Ritarungo,
riu,,Riung,
rjg,,Rajong,
rji,,Raji,
rjs,,Rajbanshi,
rka,,Kraol,
rkb,,Rikbaktsa,
rkh,,Rakahanga-Manihiki,
rki,,Rakhine,
rkm,,Marka,
rkt,,Rangpuri,
rkw,,Arakwal,
rma,,Rama,
rmb,,Rembarunga,
rmc,,Carpathian Romani,
rmd,,Traveller Danish,
rme,,Angloromani,
rmf,,Kalo Finnish Romani,
rmg,,Traveller Norwegian,
rmh,,Murkim,
rmi,,Lomavren,
rmk,,Romkun,
rml,,Baltic Romani,
rmm,,Roma,
rmn,,Balkan Romani,
rmo,,Sinte Romani,
rmp,,Rempi,
rmq,,Calo,
rms,,Romanian Sign Language,
rmt,,Domari,
rmu,,Tavringer Romani,
rmv,,Romanova,
rmw,,Welsh Romani,
rmx,,Romam,
rmy,,Vlax Romani,
rmz,,Marma,
rnd,,Ruund,
rng,,Ronga,
rnl,,Ranglong,
rnn,,Roon,
rnp,,Rongpo,
rnr,,Nari Nari,
rnw,,Rungwa,
rob,,Tae',
roc,,Cacgia Roglai,
rod,,Rogo,
roe,,Ronji,
rof,,Rombo,
rog,,Northern Roglai,
roh,rm,Romansh,
rol,,Romblomanon,
rom,,Romany,Romani
ron,ro,Romanian,
roo,,Rotokas,
rop,,Kriol,
ror,,Rongga,
rou,,Runga,
row,,Dela-Oenale,
rpn,,Repanbitip,
rpt,,Rapting,
rri,,Ririo,
rro,,Waima,
rrt,,Arritinngithigh,
rsb,,Romano-Serbian,
rsl,,Russian Sign Language,
rsm,,Miriwoong Sign Language,
rtc,,Rungtu Chin,
rth,,Ratahan,
rtm,,Rotuman,
rts,,Yurats,
rtw,,Rathawi,
rub,,Gungu,
ruc,,Ruuli,
rue,,Rusyn,
ruf,,Luguru,
rug,,Roviana,
ruh,,Ruga,
rui,,Rufiji,
ruk,,Che,
run,rn,Rundi,
ruo,,Istro Romanian,
rup,,Macedo-Romanian,
ruq,,Megleno Romanian,
rus,ru,Russian,
rut,,Rutul,
ruu,,Lanas Lobu,
ruy,,Mala <Nigeria>,
ruz,,Ruma,
rwa,,Rawo,
rwk,,Rwa,
rwm,,Amba <Uganda>,
rwo,,Rawa,
rwr,,Marwari <India>,
rxd,,Ngardi,
rxw,,Karuwali,
ryn,,Northern Amami-Oshima,
rys,,Yaeyama,
ryu,,Central Okinawan,Okinawan
rzh,,Raziḥi,
saa,,Saba,
sab,,Buglere,
sac,,Meskwaki,
sad,,Sandawe,
sae,,Sabane,
saf,,Safaliba,
sag,sg,Sango,
sah,,Yakut,Sakha
saj,,Sahu,
sak,,Sake,
sam,,Samaritan Aramaic,
san,sa,Sanskrit,
sao,,Sause,
saq,,Samburu,
sar,,Saraveca,
sas,,Sasak,
sat,,Santali,
sau,,Saleman,
sav,,Saafi-Saafi,
saw,,Sawi,
sax,,Sa,
say,,Saya,
saz,,Saurashtra,
sba,,Ngambay,
sbb,,Simbo,
sbc,,Kele <Papua New Guinea>,
sbd,,Southern Samo,
sbe,,Saliba,
sbf,,Chabu,
sbg,,Seget,
sbh,,Sori-Harengan,
sbi,,Seti,
sbj,,Surbakhal,
sbk,,Safwa,
sbl,,Botolan Sambal,
sbm,,Sagala,
sbn,,Sindhi Bhil,
sbo,,Sabum,
sbp,,Sangu <Tanzania>,
sbq,,Sileibi,
sbr,,Sembakung Murut,
sbs,,Subiya,
sbt,,Kimki,
sbu,,Stod Bhoti,
sbv,,Sabine,
sbw,,Simba,
sbx,,Seberuang,
sby,,Soli,
sbz,,Sara Kaba,
scb,,Chut,
sce,,Dongxiang,
scf,,San Miguel Creole French,
scg,,Sanggau,
sch,,Sakachep,
sci,,Sri Lankan Creole Malay,
sck,,Sadri,
scl,,Shina,
scn,,Sicilian,
sco,,Scots,
scp,,Hyolmo,Helambu Sherpa
scq,,Sa'och,
scs,,North Slavey,
sct,,Southern Katang,
scu,,Shumcho,
scv,,Sheni,
scw,,Sha,
scx,,Sicel,
sda,,Toraja-Sa'dan,
sdb,,Shabak,
sdc,,Sassarese Sardinian,
sde,,Surubu,
sdf,,Sarli,
sdg,,Savi,
sdh,,Southern Kurdish,
sdj,,Suundi,
sdk,,Sos Kundi,
sdl,,Saudi Arabian Sign Language,
sdm,,Semandang,
sdn,,Gallurese Sardinian,
sdo,,Bukar-Sadung Bidayuh,
sdp,,Sherdukpen,
sdr,,Oraon Sadri,
sds,,Sened,
sdt,,Shuadit,
sdu,,Sarudu,
sdx,,Sibu Melanau,
sdz,,Sallands,
sea,,Semai,
seb,,Shempire Senoufo,
sec,,Sechelt,
sed,,Sedang,
see,,Seneca,
sef,,Cebaara Senoufo,
seg,,Segeju,
seh,,Sena,
sei,,Seri,
sej,,Sene,
sek,,Sekani,
sel,,Selkup,
sen,,Nanerige Senoufo,
seo,,Suarmin,
sep,,Sicite Senoufo,
seq,,Senara Senoufo,
ser,,Serrano,
ses,,Koyraboro Senni Songhai,
set,,Sentani,
seu,,Serui-Laut,
sev,,Nyarafolo Senoufo,
sew,,Sewa Bay,
sey,,Secoya,
sez,,Senthang Chin,
sfb,,Langue des signes de Belgique Francophone,
sfe,,Eastern Subanen,
sfm,,Small Flowery Miao,
sfs,,South African Sign Language,
sfw,,Sehwi,
sga,,Old Irish,
sgb,,Mag-antsi Ayta,
sgc,,Kipsigis,
sgd,,Surigaonon,
sge,,Segai,
sgg,,Swiss-German Sign Language,
sgh,,Shughni,
sgi,,Suga,
sgj,,Surgujia,
sgk,,Sangkong,
sgm,,Singa,
sgp,,Singpho,
sgr,,Sangisari,
sgs,,Samogitian,
sgt,,Brokpake,
sgu,,Salas,
sgw,,Sebat Bet Gurage,
sgx,,Sierra Leone Sign Language,
sgy,,Sanglechi,
sgz,,Sursurunga,
sha,,Shall-Zwall,
shb,,Ninam,
shc,,Sonde,
shd,,Kundal Shahi,
she,,Sheko,
shg,,Shua,
shh,,Shoshoni,
shi,,Tachelhit,
shj,,Shatt,
shk,,Shilluk,
shl,,Shendu,
shm,,Shahrudi,
shn,,Shan,
sho,,Shanga,
shp,,Shipibo-Conibo,
shq,,Sala,
shr,,Shi,
shs,,Shuswap,
sht,,Shasta,
shu,,Chadian Arabic,
shv,,Shehri,
shw,,Shwai,
shx,,She,
shy,,Tachawit,Chaouia; Chouia; Shawiya; Tacawit
shz,,Syenara Senoufo,
sia,,Akkala Sami,
sib,,Sebop,
sid,,Sidamo,
sie,,Simaa,
sif,,Siamou,
sig,,Paasaal,
sih,,Zire,
sii,,Shom Peng,
sij,,Numbami,
sik,,Sikiana,
sil,,Tumulung Sisaala,
sim,,Mende <Papua New Guinea>,
sin,si,Sinhala,
sip,,Sikkimese,
siq,,Sonia,
sir,,Siri,
sis,,Siuslaw,
siu,,Sinagen,
siv,,Sumariup,
siw,,Siwai,
six,,Sumau,
siy,,Sivandi,
siz,,Siwi,
sja,,Epena,
sjb,,Sajau Basap,
sjd,,Kildin Sami,
sje,,Pite Sami,
sjg,,Assangori,
sjk,,Kemi Sami,
sjl,,Sajalong,
sjm,,Mapun,
sjn,,Sindarin,
sjo,,Xibe,
sjp,,Surjapuri,
sjr,,Siar-Lak,
sjs,,Senhaja De Srair,
sjt,,Ter Sami,
sju,,Ume Sami,
sjw,,Shawnee,
ska,,Skagit,
skb,,Saek,
skc,,Ma Manda,
skd,,Southern Sierra Miwok,
ske,,Seke <Vanuatu>,
skf,,Sakirabia,
skg,,Sakalava Malagasy,
skh,,Sikule,
ski,,Sika,
skj,,Seke <Nepal>,
skm,,Kutong,
skn,,Kolibugan Subanon,
sko,,Seko Tengah,
skp,,Sekapan,
skq,,Sininkere,
skr,,Saraiki,
sks,,Maia,
skt,,Sakata,
sku,,Sakao,
skv,,Skou,
skw,,Skepi Creole Dutch,
skx,,Seko Padang,
sky,,Sikaiana,
skz,,Sekar,
slc,,Saliba,
sld,,Sissala,
sle,,Sholaga,
slf,,Swiss-Italian Sign Language,
slg,,Selungai Murut,
slh,,Southern Puget Sound Salish,
sli,,Lower Silesian,
slj,,Saluma,
slk,sk,Slovak,
sll,,Salt-Yui,
slm,,Pangutaran Sama,
sln,,Salinan,
slp,,Lamaholot,
slq,,Salchuq,
slr,,Salar,
sls,,Singapore Sign Language,
slt,,Sila,
slu,,Selaru,
slv,sl,Slovenian,
slw,,Sialum,
slx,,Salampasu,
sly,,Selayar,
slz,,Ma'ya,
sma,,Southern Sami,
smb,,Simbari,
smc,,Som,
smd,,Sama,
sme,se,Northern Sami,
smf,,Auwe,
smg,,Simbali,
smh,,Samei,
smj,,Lule Sami,
smk,,Bolinao,
sml,,Central Sama,
smm,,Musasa,
smn,,Inari Sami,
smo,sm,Samoan,
smp,,Samaritan,
smq,,Samo,
smr,,Simeulue,
sms,,Skolt Sami,
smt,,Simte,
smu,,Somray,
smv,,Samvedi,
smw,,Sumbawa,
smx,,Samba,
smy,,Semnani,
smz,,Simeku,
sna,sn,Shona,
snb,,Sebuyau,
snc,,Sinaugoro,
snd,sd,Sindhi,
sne,,Bau Bidayuh,
snf,,Noon,
sng,,Sanga <Democratic Republic of Congo>,
sni,,Sensi,
snj,,Riverain Sango,
snk,,Soninke,
snl,,Sangil,
snm,,Southern Ma'di,
snn,,Siona,
sno,,Snohomish,
snp,,Siane,
snq,,Sangu <Gabon>,
snr,,Sihan,
sns,,South West Bay,
snu,,Senggi,
snv,,Sa'ban,
snw,,Selee,
snx,,Sam,
sny,,Saniyo-Hiyewe,
snz,,Sinsauru,
soa,,Thai Song,
sob,,Sobei,
soc,,So <Democratic Republic of Congo>,
sod,,Songoora,
soe,,Songomeno,
sog,,Sogdian,
soh,,Aka,
soi,,Sonha,
soj,,Soi,
sok,,Sokoro,
sol,,Solos,
som,so,Somali,
soo,,Songo,
sop,,Songe,
soq,,Kanasi,
sor,,Somrai,
sos,,Seeku,
sot,st,Southern Sotho,
sou,,Southern Thai,
sov,,Sonsorol,
sow,,Sowanda,
sox,,Swo,
soy,,Miyobe,
soz,,Temi,
spa,es,Spanish,
spb,,Sepa <Indonesia>,
spc,,Sape,
spd,,Saep,
spe,,Sepa <Papua New Guinea>,
spg,,Sian,
spi,,Saponi,
spk,,Sengo,
spl,,Selepet,
spm,,Akukem,
spn,,Sanapana,
spo,,Spokane,
spp,,Supyire Senoufo,
spq,,Loreto-Ucayali Spanish,
spr,,Saparua,
sps,,Saposa,
spt,,Spiti Bhoti,
spu,,Sapuan,
spv,,Sambalpuri,
spx,,South Picene,
spy,,Sabaot,
sqa,,Shama-Sambuga,
sqh,,Shau,
sqi,sq,Albanian,
sqk,,Albanian Sign Language,
sqm,,Suma,
sqn,,Susquehannock,
sqo,,Sorkhei,
sqq,,Sou,
sqr,,Siculo Arabic,
sqs,,Sri Lankan Sign Language,
sqt,,Soqotri,
squ,,Squamish,
sra,,Saruga,
srb,,Sora,
src,,Logudorese Sardinian,
srd,sc,Sardinian,
sre,,Sara,
srf,,Nafi,
srg,,Sulod,
srh,,Sarikoli,
sri,,Siriano,
srk,,Serudung Murut,
srl,,Isirawa,
srm,,Saramaccan,
srn,,Sranan Tongo,
sro,,Campidanese Sardinian,
srp,sr,Serbian,
srq,,Siriono,
srr,,Serer,
srs,,Sarsi,
srt,,Sauri,
sru,,Surui,
srv,,Southern Sorsoganon,
srw,,Serua,
srx,,Sirmauri,
sry,,Sera,
srz,,Shahmirzadi,
ssb,,Southern Sama,
ssc,,Suba-Simbiti,
ssd,,Siroi,
sse,,Balangingi,
ssf,,Thao,
ssg,,Seimat,
ssh,,Shihhi Arabic,
ssi,,Sansi,
ssj,,Sausi,
ssk,,Sunam,
ssl,,Western Sisaala,
ssm,,Semnam,
ssn,,Waata,
sso,,Sissano,
ssp,,Spanish Sign Language,
ssq,,So'a,
ssr,,Swiss-French Sign Language,
sss,,So,
sst,,Sinasina,
ssu,,Susuami,
ssv,,Shark Bay,
ssw,ss,Swati,
ssx,,Samberigi,
ssy,,Saho,
ssz,,Sengseng,
sta,,Settla,
stb,,Northern Subanen,
std,,Sentinel,
ste,,Liana-Seti,
stf,,Seta,
stg,,Trieng,
sth,,Shelta,
sti,,Bulo Stieng,
stj,,Matya Samo,
stk,,Arammba,
stl,,Stellingwerfs,
stm,,Setaman,
stn,,Owa,
sto,,Stoney,
stp,,Southeastern Tepehuan,
stq,,Saterfriesisch,
str,,Straits Salish,
sts,,Shumashti,
stt,,Budeh Stieng,
stu,,Samtao,
stv,,Silt'e,
stw,,Satawalese,
sty,,Siberian Tatar,
sua,,Sulka,
sub,,Suku,
suc,,Western Subanon,
sue,,Suena,
sug,,Suganga,
sui,,Suki,
suj,,Shubi,
suk,,Sukuma,
sun,su,Sundanese,
suq,,Suri,
sur,,Mwaghavul,
sus,,Susu,
sut,,Subtiaba,
suv,,Puroik,
suw,,Sumbwa,
sux,,Sumerian,
suy,,Suya,
suz,,Sunwar,
sva,,Svan,
svb,,Ulau-Suain,
svc,,Vincentian Creole English,
sve,,Serili,
svk,,Slovakian Sign Language,
svm,,Slavomolisano,
svs,,Savosavo,
svx,,Skalvian,
swa,sw,Swahili,
swb,,Maore Comorian,
swc,,Congo Swahili,
swe,sv,Swedish,
swf,,Sere,
swg,,Swabian,
swh,,Swahili,
swi,,Sui,
swj,,Sira,
swk,,Malawi Sena,
swl,,Swedish Sign Language,
swm,,Samosa,
swn,,Sawknah,
swo,,Shanenawa,
swp,,Suau,
swq,,Sharwa,
swr,,Saweru,
sws,,Seluwasan,
swt,,Sawila,
swu,,Suwawa,
swv,,Shekhawati,
sww,,Sowa,
swx,,Suruaha,
swy,,Sarua,
sxb,,Suba,
sxc,,Sicanian,
sxe,,Sighu,
sxg,,Shuhi,Shixing
sxk,,Southern Kalapuya,
sxl,,Selian,
sxm,,Samre,
sxn,,Sangir,
sxo,,Sorothaptic,
sxr,,Saaroa,
sxs,,Sasaru,
sxu,,Upper Saxon,
sxw,,Saxwe Gbe,
sya,,Siang,
syb,,Central Subanen,
syc,,Classical Syriac,
syi,,Seki,
syk,,Sukur,
syl,,Sylheti,
sym,,Maya Samo,
syn,,Senaya,
syo,,Suoy,
syr,,Syriac,
sys,,Sinyar,
syw,,Kagate,
syx,,Samay,
syy,,Al-Sayyid Bedouin Sign Language,
sza,,Semelai,
szb,,Ngalum,
szc,,Semaq Beri,
szd,,Seru,
sze,,Seze,
szg,,Sengele,
szl,,Silesian,
szn,,Sula,
szp,,Suabo,
szs,,Solomon Islands Sign Language,
szv,,Isu <Fako Division>,
szw,,Sawai,
taa,,Lower Tanana,
tab,,Tabassaran,
tac,,Lowland Tarahumara,
tad,,Tause,
tae,,Tariana,
taf,,Tapirape,
tag,,Tagoi,
tah,ty,Tahitian,
taj,,Eastern Tamang,
tak,,Tala,
tal,,Tal,
tam,ta,Tamil,
tan,,Tangale,
tao,,Yami,
tap,,Taabwa,
taq,,Tamasheq,
tar,,Central Tarahumara,
tas,,Tay Boi,
tat,tt,Tatar,
tau,,Upper Tanana,
tav,,Tatuyo,
taw,,Tai,
tax,,Tamki,
tay,,Atayal,
taz,,Tocho,
tba,,Aikana,
tbb,,Tapeba,
tbc,,Takia,
tbd,,Kaki Ae,
tbe,,Tanimbili,
tbf,,Mandara,
tbg,,North Tairora,
tbh,,Thurawal,
tbi,,Gaam,
tbj,,Tiang,
tbk,,Calamian Tagbanwa,
tbl,,Tboli,
tbm,,Tagbu,
tbn,,Barro Negro Tunebo,
tbo,,Tawala,
tbp,,Taworta,
tbr,,Tumtum,
tbs,,Tanguat,
tbt,,Tembo <Kitembo>,
tbu,,Tubar,
tbv,,Tobo,
tbw,,Tagbanwa,
tbx,,Kapin,
tby,,Tabaru,
tbz,,Ditammari,
tca,,Ticuna,
tcb,,Tanacross,
tcc,,Datooga,
tcd,,Tafi,
tce,,Southern Tutchone,
tcf,,Malinaltepec Me'phaa,
tcg,,Tamagario,
tch,,Turks And Caicos Creole English,
tci,,Wara,
tck,,Tchitchege,
tcl,,Taman <Myanmar>,
tcm,,Tanahmerah,
tcn,,Tichurong,
tco,,Taungyo,
tcp,,Tawr Chin,
tcq,,Kaiy,
tcs,,Torres Strait Creole,
tct,,T'en,
tcu,,Southeastern Tarahumara,
tcw,,Tecpatlan Totonac,
tcx,,Toda,
tcy,,Tulu,
tcz,,Thado Chin,
tda,,Tagdal,
tdb,,Panchpargania,
tdc,,Embera-Tado,
tdd,,Tai Nua,
tde,,Tiranige Diga Dogon,
tdf,,Talieng,
tdg,,Western Tamang,
tdh,,Thulung,
tdi,,Tomadino,
tdj,,Tajio,
tdk,,Tambas,
tdl,,Sur,
tdm,,Taruma,
tdn,,Tondano,
tdo,,Teme,
tdq,,Tita,
tdr,,Todrah,
tds,,Doutai,
tdt,,Tetun Dili,
tdv,,Toro,
tdx,,Tandroy-Mahafaly Malagasy,
tdy,,Tadyawan,
tea,,Temiar,
teb,,Tetete,
tec,,Terik,
ted,,Tepo Krumen,
tee,,Huehuetla Tepehua,
tef,,Teressa,
teg,,Teke-Tege,
teh,,Tehuelche,
tei,,Torricelli,
tek,,Ibali Teke,
tel,te,Telugu,
tem,,Timne,
ten,,Tama <Colombia>,
teo,,Teso,
tep,,Tepecano,
teq,,Temein,
ter,,Tereno,
tes,,Tengger,
tet,,Tetum,
teu,,Soo,
tev,,Teor,
tew,,Tewa <USA>,
tex,,Tennet,
tey,,Tulishi,
tez,,Tetserret,
tfi,,Tofin Gbe,
tfn,,Tanaina,
tfo,,Tefaro,
tfr,,Teribe,
tft,,Ternate,
tga,,Sagalla,
tgb,,Tobilung,
tgc,,Tigak,
tgd,,Ciwogai,
tge,,Eastern Gorkha Tamang,
tgf,,Chalikha,
tgh,,Tobagonian Creole English,
tgi,,Lawunuia,
tgj,,Tagin,
tgk,tg,Tajik,
tgl,tl,Tagalog,
tgn,,Tandaganon,
tgo,,Sudest,
tgp,,Tangoa,
tgq,,Tring,
tgr,,Tareng,
tgs,,Nume,
tgt,,Central Tagbanwa,
tgu,,Tanggu,
tgv,,Tingui-Boto,
tgw,,Tagwana Senoufo,
tgx,,Tagish,
tgy,,Togoyo,
tgz,,Tagalaka,
tha,th,Thai,
thd,,Thayore,
the,,Chitwania Tharu,
thf,,Thangmi,
thh,,Northern Tarahumara,
thi,,Tai Long,
thk,,Tharaka,
thl,,Dangaura Tharu,
thm,,Aheu,
thn,,Thachanadan,
thp,,Thompson,
thq,,Kochila Tharu,
thr,,Rana Tharu,
ths,,Thakali,
tht,,Tahltan,
thu,,Thuri,
thv,,Tahaggart Tamahaq,
thw,,Thudam,
thy,,Tha,
thz,,Tayart Tamajeq,
tia,,Tidikelt Tamazight,
tic,,Tira,
tif,,Tifal,
tig,,Tigre,
tih,,Timugon Murut,
tii,,Tiene,
tij,,Tilung,
tik,,Tikar,
til,,Tillamook,
tim,,Timbe,
tin,,Tindi,
tio,,Teop,
tip,,Trimuris,
tiq,,Tiefo,
tir,ti,Tigrinya,
tis,,Masadiit Itneg,
tit,,Tinigua,
tiu,,Adasen,
tiv,,Tiv,
tiw,,Tiwi,
tix,,Southern Tiwa,
tiy,,Tiruray,
tiz,,Tai Hongjin,
tja,,Tajuasohn,
tjg,,Tunjung,
tji,,Northern Tujia,
tjl,,Tai Laing,
tjm,,Timucua,
tjn,,Tonjon,
tjo,,Temacine Tamazight,
tjs,,Southern Tujia,
tju,,Tjurruru,
tjw,,Djabwurrung,
tka,,Truka,
tkb,,Buksa,
tkd,,Tukudede,
tke,,Takwane,
tkf,,Tukumanfed,
tkg,,Tesaka Malagasy,
tkl,,Tokelau,
tkm,,Takelma,
tkn,,Toku-No-Shima,
tkp,,Tikopia,
tkq,,Tee,
tkr,,Tsakhur,
tks,,Takestani,
tkt,,Kathoriya Tharu,
tku,,Upper Necaxa Totonac,
tkv,,Mur Pano,
tkw,,Teanu,
tkx,,Tangko,
tkz,,Takua,
tla,,Southwestern Tepehuan,
tlb,,Tobelo,
tlc,,Yecuatla Totonac,
tld,,Talaud,
tlf,,Telefol,
tlg,,Tofanma,
tlh,,Klingon,
tli,,Tlingit,
tlj,,Talinga-Bwisi,
tlk,,Taloki,
tll,,Tetela,
tlm,,Tolomako,
tln,,Talondo',
tlo,,Talodi,
tlp,,Filomena Mata-Coahuitlan Totonac,
tlq,,Tai Loi,
tlr,,Talise,
tls,,Tambotalo,
tlt,,Sou Nama,
tlu,,Tulehu,
tlv,,Taliabu,
tlx,,Khehek,
tly,,Talysh,
tma,,Tama <Chad>,
tmb,,Katbol,
tmc,,Tumak,
tmd,,Haruai,
tme,,Tremembe,
tmf,,Toba-Maskoy,
tmg,,Ternateno,
tmh,,Tamashek,
tmi,,Tutuba,
tmj,,Samarokena,
tmk,,Northwestern Tamang,
tml,,Tamnim Citak,
tmm,,Tai Thanh,
tmn,,Taman <Indonesia>,
tmo,,Temoq,
tmq,,Tumleo,
tmr,,Jewish Babylonian Aramaic,
tms,,Tima,
tmt,,Tasmate,
tmu,,Iau,
tmv,,Tembo <Motembo>,
tmw,,Temuan,
tmy,,Tami,
